apartment_id,gu,exclusive_use_area,year_of_completion,transaction_year_month,transaction_date,floor,park_area_sum,day_care_babyTeacher_rate,transaction_real_price
12058,20,84.92,2000,200802,3,4,214796.5,4.78,49400
7623,20,84.82,2002,200803,1,2,214796.5,4.78,39300
967,20,124.17,2004,200803,1,3,214796.5,4.78,108000
3926,20,40.07,2005,200803,1,10,214796.5,4.78,19000
3926,20,39.67,2005,200803,1,13,214796.5,4.78,24150
12042,20,46.64,2003,200803,0,2,214796.5,4.78,15700
12042,20,45.5,2003,200803,0,4,214796.5,4.78,15000
12042,20,48.54,2003,200803,2,3,214796.5,4.78,15000
12042,20,48.54,2003,200803,2,9,214796.5,4.78,21750
1814,20,65.92,1968,200803,1,15,214796.5,4.78,18000
12536,20,84.7,2006,200803,0,17,214796.5,4.78,50930
12536,20,84.7,2006,200803,2,7,214796.5,4.78,49000
12536,20,98.39,2006,200803,2,12,214796.5,4.78,55000
3287,20,59.34,1999,200803,1,4,214796.5,4.78,14900
2476,20,80.77,2003,200803,0,4,214796.5,4.78,39000
4117,20,69.69,2003,200803,0,3,214796.5,4.78,23000
7755,20,84.9,1996,200803,0,3,214796.5,4.78,39000
7755,20,84.96,1996,200803,1,6,214796.5,4.78,41500
7756,20,65.78,1999,200803,1,4,214796.5,4.78,30800
10147,20,64.66,1993,200803,0,7,214796.5,4.78,24000
10146,20,79.87,1992,200803,0,12,214796.5,4.78,38800
3626,20,59.95,1999,200803,0,8,214796.5,4.78,30000
3626,20,84.9,1999,200803,0,10,214796.5,4.78,49500
10147,20,54.7,1993,200803,0,2,214796.5,4.78,18000
10147,20,106.62,1993,200803,0,3,214796.5,4.78,38500
10147,20,64.66,1993,200803,0,5,214796.5,4.78,25000
10147,20,54.7,1993,200803,0,11,214796.5,4.78,20000
10147,20,64.66,1993,200803,0,8,214796.5,4.78,24800
10147,20,54.7,1993,200803,1,10,214796.5,4.78,22000
3626,20,84.9,1999,200803,1,10,214796.5,4.78,41501
5312,20,84.87,2006,200803,1,9,214796.5,4.78,44500
3626,20,84.9,1999,200803,1,23,214796.5,4.78,45000
10146,20,79.87,1992,200803,1,12,214796.5,4.78,33500
10146,20,79.87,1992,200803,1,6,214796.5,4.78,33200
10147,20,64.66,1993,200803,1,5,214796.5,4.78,24700
10146,20,54.7,1992,200803,1,8,214796.5,4.78,23950
10146,20,54.7,1992,200803,2,3,214796.5,4.78,25000
3078,20,40.87,1968,200803,2,4,214796.5,4.78,20000
443,20,59.01,2002,200803,2,3,214796.5,4.78,20000
10146,20,79.87,1992,200803,2,12,214796.5,4.78,38800
10146,20,54.7,1992,200803,2,14,214796.5,4.78,24800
10147,20,79.87,1993,200803,2,1,214796.5,4.78,29000
10147,20,106.62,1993,200803,2,11,214796.5,4.78,45000
10146,20,79.87,1992,200803,2,3,214796.5,4.78,33000
10146,20,79.87,1992,200803,2,8,214796.5,4.78,34500
10147,20,64.66,1993,200803,2,5,214796.5,4.78,23500
10147,20,54.7,1993,200803,2,10,214796.5,4.78,23800
10147,20,115.53,1993,200803,2,8,214796.5,4.78,43000
10146,20,79.87,1992,200803,2,2,214796.5,4.78,35000
10147,20,64.66,1993,200803,2,4,214796.5,4.78,24000
3129,20,59.82,1998,200803,0,2,214796.5,4.78,20700
7095,20,78.75,1979,200803,1,7,214796.5,4.78,34000
8427,20,56.66,1997,200803,1,5,214796.5,4.78,10000
7094,20,59.74,2000,200803,2,2,214796.5,4.78,18000
4012,20,84.95,2004,200803,2,23,214796.5,4.78,55000
3319,20,59.98,1995,200803,2,8,214796.5,4.78,33300
2503,20,19.27,1971,200803,1,2,214796.5,4.78,4500
2503,20,30.28,1971,200803,2,5,214796.5,4.78,7750
584,20,30.5,1997,200803,0,11,214796.5,4.78,9000
4967,20,150.83,2004,200803,0,4,214796.5,4.78,90000
3970,20,133.34,2001,200803,1,11,214796.5,4.78,90000
5647,20,59.97,1998,200803,1,7,214796.5,4.78,22500
5647,20,84.93,1998,200803,1,1,214796.5,4.78,30000
5647,20,59.97,1998,200803,2,3,214796.5,4.78,23000
5195,20,81,2004,200803,1,3,214796.5,4.78,26000
5195,20,76.65,2004,200803,1,3,214796.5,4.78,25300
5195,20,81.08,2004,200803,1,5,214796.5,4.78,26200
1313,20,74.56,2002,200803,2,4,214796.5,4.78,27500
12058,20,84.92,2000,200803,1,19,214796.5,4.78,53950
12058,20,84.92,2000,200803,1,7,214796.5,4.78,53960
12058,20,84.92,2000,200803,2,7,214796.5,4.78,53960
12058,20,84.92,2000,200803,2,14,214796.5,4.78,52360
12058,20,84.92,2000,200803,2,12,214796.5,4.78,54000
12058,20,60,2000,200803,2,12,214796.5,4.78,32990
12058,20,84.92,2000,200803,2,11,214796.5,4.78,53290
7291,20,108.95,2007,200804,4,9,214796.5,4.78,55700
968,20,124.17,2004,200804,0,12,214796.5,4.78,112000
6773,20,66.96,1994,200804,4,14,214796.5,4.78,38500
3926,20,40.07,2005,200804,0,6,214796.5,4.78,22800
3926,20,39.67,2005,200804,0,14,214796.5,4.78,24500
3926,20,39.67,2005,200804,4,8,214796.5,4.78,26000
12042,20,48.54,2003,200804,0,7,214796.5,4.78,16300
8840,20,84.91,1998,200804,4,13,214796.5,4.78,26500
12536,20,84.7,2006,200804,4,16,214796.5,4.78,45650
3287,20,59.34,1999,200804,1,1,214796.5,4.78,20000
7808,20,84.59,2002,200804,0,3,214796.5,4.78,36000
4117,20,64.68,2003,200804,0,4,214796.5,4.78,27800
7808,20,84.59,2002,200804,1,4,214796.5,4.78,28800
795,20,84.89,2006,200804,4,2,214796.5,4.78,38000
795,20,84.9,2006,200804,4,4,214796.5,4.78,43500
7754,20,84.9,1995,200804,1,13,214796.5,4.78,53400
7754,20,84.9,1995,200804,4,15,214796.5,4.78,54000
7756,20,44.37,1999,200804,4,8,214796.5,4.78,26200
10147,20,79.87,1993,200804,0,8,214796.5,4.78,32000
10147,20,54.7,1993,200804,0,2,214796.5,4.78,21400
10146,20,54.7,1992,200804,0,10,214796.5,4.78,26900
10147,20,79.87,1993,200804,0,10,214796.5,4.78,31000
3080,20,28.8,1968,200804,0,5,214796.5,4.78,20000
10147,20,115.53,1993,200804,0,9,214796.5,4.78,46000
3626,20,84.9,1999,200804,1,15,214796.5,4.78,48000
10147,20,115.53,1993,200804,1,7,214796.5,4.78,45200
1450,20,44.6,2002,200804,1,2,214796.5,4.78,19000
10147,20,106.62,1993,200804,1,6,214796.5,4.78,44800
10147,20,106.62,1993,200804,1,5,214796.5,4.78,43500
10146,20,106.62,1992,200804,1,13,214796.5,4.78,45000
10149,20,84.5,2003,200804,1,10,214796.5,4.78,43300
3626,20,84.9,1999,200804,1,3,214796.5,4.78,44000
10147,20,79.87,1993,200804,1,5,214796.5,4.78,34000
10147,20,64.66,1993,200804,1,11,214796.5,4.78,25800
10146,20,79.87,1992,200804,4,11,214796.5,4.78,35400
10146,20,79.87,1992,200804,4,9,214796.5,4.78,39500
10147,20,79.87,1993,200804,4,6,214796.5,4.78,35000
3626,20,59.95,1999,200804,4,4,214796.5,4.78,28000
3626,20,59.95,1999,200804,4,20,214796.5,4.78,34000
10146,20,54.7,1992,200804,4,3,214796.5,4.78,23500
3626,20,59.95,1999,200804,4,5,214796.5,4.78,31500
3626,20,59.95,1999,200804,4,7,214796.5,4.78,31500
10147,20,64.66,1993,200804,4,9,214796.5,4.78,27000
4012,20,112.54,2004,200804,0,28,214796.5,4.78,72500
7095,20,80.85,1979,200804,1,4,214796.5,4.78,30000
2967,20,58.79,1997,200804,1,1,214796.5,4.78,18500
7095,20,80.85,1979,200804,1,6,214796.5,4.78,33500
3319,20,59.98,1995,200804,0,5,214796.5,4.78,30000
9333,20,59.82,1996,200804,0,5,214796.5,4.78,26900
584,20,64.88,1997,200804,1,6,214796.5,4.78,17500
584,20,30.46,1997,200804,4,12,214796.5,4.78,8900
12295,20,103.07,2005,200804,4,2,214796.5,4.78,41500
5647,20,59.97,1998,200804,4,3,214796.5,4.78,26700
5195,20,81.08,2004,200804,4,3,214796.5,4.78,26500
1313,20,74.45,2002,200804,4,3,214796.5,4.78,26200
2579,20,59.22,1998,200804,4,4,214796.5,4.78,20500
12058,20,60,2000,200804,0,12,214796.5,4.78,36980
12058,20,60,2000,200804,0,12,214796.5,4.78,34680
12058,20,114.9,2000,200804,1,14,214796.5,4.78,83990
12058,20,84.92,2000,200804,1,6,214796.5,4.78,55950
12058,20,60,2000,200804,1,6,214796.5,4.78,29970
12058,20,84.92,2000,200804,4,17,214796.5,4.78,54480
12058,20,84.92,2000,200804,4,15,214796.5,4.78,55760
12058,20,84.92,2000,200804,4,11,214796.5,4.78,51790
7291,20,138.66,2007,200805,1,11,214796.5,4.78,90000
10957,20,117.26,2003,200805,0,16,214796.5,4.78,95000
10957,20,146.39,2003,200805,2,5,214796.5,4.78,133000
10957,20,146.39,2003,200805,2,5,214796.5,4.78,120000
7348,20,91.53,1981,200805,1,9,214796.5,4.78,36500
3926,20,84.05,2005,200805,0,17,214796.5,4.78,56500
3926,20,40.07,2005,200805,0,7,214796.5,4.78,22550
3926,20,39.67,2005,200805,0,17,214796.5,4.78,26000
3926,20,39.67,2005,200805,1,17,214796.5,4.78,27500
3926,20,40.07,2005,200805,2,11,214796.5,4.78,26000
12042,20,43.98,2003,200805,2,8,214796.5,4.78,15800
12536,20,84.7,2006,200805,0,16,214796.5,4.78,45650
12536,20,98.39,2006,200805,2,16,214796.5,4.78,58000
333,20,60.48,2004,200805,1,6,214796.5,4.78,22500
3873,20,106.98,2006,200805,1,2,214796.5,4.78,45000
10147,20,79.87,1993,200805,0,2,214796.5,4.78,28500
442,20,59.04,2002,200805,0,3,214796.5,4.78,25000
10147,20,79.87,1993,200805,0,2,214796.5,4.78,31200
10146,20,106.62,1992,200805,0,8,214796.5,4.78,46000
10146,20,79.87,1992,200805,0,5,214796.5,4.78,35500
10147,20,79.87,1993,200805,0,9,214796.5,4.78,35000
10146,20,79.87,1992,200805,0,13,214796.5,4.78,37000
10147,20,64.66,1993,200805,1,4,214796.5,4.78,26000
3080,20,28.8,1968,200805,1,2,214796.5,4.78,20000
3626,20,59.95,1999,200805,1,17,214796.5,4.78,33000
10147,20,106.62,1993,200805,1,6,214796.5,4.78,47500
10147,20,115.53,1993,200805,1,14,214796.5,4.78,44700
3626,20,59.95,1999,200805,1,7,214796.5,4.78,33000
10146,20,106.62,1992,200805,1,4,214796.5,4.78,45000
10147,20,79.87,1993,200805,2,6,214796.5,4.78,35500
10147,20,54.7,1993,200805,2,13,214796.5,4.78,25900
3128,20,59.64,2002,200805,0,5,214796.5,4.78,24000
4012,20,84.95,2004,200805,0,17,214796.5,4.78,54500
4012,20,111.73,2004,200805,1,11,214796.5,4.78,67000
2966,20,59.76,1997,200805,1,4,214796.5,4.78,21000
2503,20,30.28,1971,200805,2,2,214796.5,4.78,7200
9333,20,84.99,1996,200805,2,1,214796.5,4.78,23400
4967,20,186.9,2004,200805,2,1,214796.5,4.78,94000
5195,20,76.65,2004,200805,0,1,214796.5,4.78,26000
5195,20,76.65,2004,200805,1,2,214796.5,4.78,26000
12058,20,84.92,2000,200805,0,16,214796.5,4.78,56490
12058,20,84.92,2000,200805,0,8,214796.5,4.78,53490
12058,20,114.9,2000,200805,0,4,214796.5,4.78,76250
12058,20,114.9,2000,200805,0,6,214796.5,4.78,80950
12058,20,84.92,2000,200805,0,5,214796.5,4.78,54950
12058,20,60,2000,200805,1,3,214796.5,4.78,32780
12058,20,60,2000,200805,1,4,214796.5,4.78,36950
12058,20,60,2000,200805,1,13,214796.5,4.78,29990
12058,20,60,2000,200805,2,16,214796.5,4.78,37150
12058,20,84.92,2000,200805,2,7,214796.5,4.78,55450
967,20,150.48,2004,200806,0,13,214796.5,4.78,135000
6773,20,76.66,1994,200806,4,14,214796.5,4.78,32000
12042,20,46.64,2003,200806,0,4,214796.5,4.78,17000
12042,20,48.54,2003,200806,1,8,214796.5,4.78,18900
8840,20,62.55,1998,200806,1,12,214796.5,4.78,26500
12042,20,28.1,2003,200806,4,9,214796.5,4.78,11300
12042,20,48.54,2003,200806,4,7,214796.5,4.78,17000
12042,20,48.54,2003,200806,4,3,214796.5,4.78,17000
12536,20,106.81,2006,200806,4,17,214796.5,4.78,65000
12536,20,106.81,2006,200806,4,8,214796.5,4.78,52000
49,20,32.53,1995,200806,0,4,214796.5,4.78,11300
795,20,84.9,2006,200806,4,1,214796.5,4.78,37900
6929,20,84.81,2003,200806,4,2,214796.5,4.78,36900
7756,20,65.78,1999,200806,1,2,214796.5,4.78,40000
10146,20,106.62,1992,200806,0,1,214796.5,4.78,41500
10146,20,79.87,1992,200806,0,5,214796.5,4.78,39500
10147,20,64.66,1993,200806,0,7,214796.5,4.78,24000
3626,20,84.9,1999,200806,0,14,214796.5,4.78,51500
5929,20,57.42,1996,200806,0,6,214796.5,4.78,22200
10146,20,106.62,1992,200806,0,9,214796.5,4.78,48000
10146,20,79.87,1992,200806,0,6,214796.5,4.78,39000
10147,20,115.53,1993,200806,0,7,214796.5,4.78,40000
10147,20,115.53,1993,200806,0,13,214796.5,4.78,44800
10147,20,79.87,1993,200806,0,13,214796.5,4.78,35800
3134,20,45.3,1970,200806,1,6,214796.5,4.78,13400
10147,20,79.87,1993,200806,1,3,214796.5,4.78,33000
10147,20,79.87,1993,200806,1,14,214796.5,4.78,36000
3626,20,59.95,1999,200806,1,13,214796.5,4.78,34000
10147,20,64.66,1993,200806,1,13,214796.5,4.78,27400
3626,20,59.95,1999,200806,1,19,214796.5,4.78,34250
3626,20,84.9,1999,200806,1,18,214796.5,4.78,49300
10146,20,106.62,1992,200806,1,7,214796.5,4.78,48900
10146,20,79.87,1992,200806,4,4,214796.5,4.78,37400
2966,20,59.76,1997,200806,0,2,214796.5,4.78,20500
2503,20,94.94,1971,200806,0,4,214796.5,4.78,24500
2503,20,94.94,1971,200806,1,3,214796.5,4.78,25500
584,20,30.46,1997,200806,0,13,214796.5,4.78,9000
5647,20,84.98,1998,200806,0,9,214796.5,4.78,35000
5647,20,59.97,1998,200806,0,13,214796.5,4.78,27800
3970,20,87.27,2001,200806,0,12,214796.5,4.78,52500
584,20,30.46,1997,200806,1,7,214796.5,4.78,9400
5647,20,84.93,1998,200806,1,7,214796.5,4.78,38000
5647,20,84.93,1998,200806,4,12,214796.5,4.78,39500
2579,20,59.22,1998,200806,0,8,214796.5,4.78,20000
12058,20,84.92,2000,200806,4,5,214796.5,4.78,50290
10431,20,84.51,2000,200807,0,2,214796.5,4.78,59000
967,20,124.17,2004,200807,2,11,214796.5,4.78,125000
2512,20,116.03,2008,200807,0,7,214796.5,4.78,72000
2512,20,149.8,2008,200807,0,10,214796.5,4.78,100000
2512,20,137.55,2008,200807,1,15,214796.5,4.78,89120
12042,20,48.54,2003,200807,0,5,214796.5,4.78,17300
12042,20,48.54,2003,200807,0,4,214796.5,4.78,17500
12042,20,45.5,2003,200807,2,4,214796.5,4.78,15000
1814,20,77.22,1968,200807,1,11,214796.5,4.78,21500
7755,20,59.4,1996,200807,0,8,214796.5,4.78,35000
7754,20,84.9,1995,200807,1,9,214796.5,4.78,54000
7754,20,84.9,1995,200807,2,11,214796.5,4.78,52500
3080,20,28.8,1968,200807,0,5,214796.5,4.78,20500
10146,20,54.7,1992,200807,1,7,214796.5,4.78,26500
10147,20,64.66,1993,200807,1,8,214796.5,4.78,27900
10147,20,79.87,1993,200807,1,7,214796.5,4.78,37000
3626,20,84.9,1999,200807,2,8,214796.5,4.78,47000
5312,20,84.67,2006,200807,2,3,214796.5,4.78,42000
2966,20,59.76,1997,200807,0,4,214796.5,4.78,20000
4012,20,84.95,2004,200807,1,5,214796.5,4.78,49300
584,20,64.88,1997,200807,0,5,214796.5,4.78,15000
5647,20,84.93,1998,200807,0,10,214796.5,4.78,40300
9333,20,84.99,1996,200807,1,2,214796.5,4.78,38000
584,20,30.55,1997,200807,1,13,214796.5,4.78,6400
10618,20,187.9,2003,200807,2,5,214796.5,4.78,78500
12058,20,114.9,2000,200807,1,11,214796.5,4.78,77480
12058,20,84.92,2000,200807,1,14,214796.5,4.78,54950
12058,20,84.92,2000,200807,1,13,214796.5,4.78,54950
1247,20,70.8,2008,200808,1,12,214796.5,4.78,50000
1248,20,153.42,2008,200808,1,8,214796.5,4.78,145000
1247,20,70.8,2008,200808,2,3,214796.5,4.78,54000
1247,20,94.51,2008,200808,2,10,214796.5,4.78,71800
1247,20,108.55,2008,200808,2,14,214796.5,4.78,110000
3926,20,39.67,2005,200808,0,16,214796.5,4.78,25000
3926,20,40.07,2005,200808,1,12,214796.5,4.78,33000
3926,20,39.67,2005,200808,1,10,214796.5,4.78,27000
2512,20,149.8,2008,200808,0,6,214796.5,4.78,94230
12042,20,45.5,2003,200808,1,6,214796.5,4.78,16277
12042,20,48.54,2003,200808,1,6,214796.5,4.78,16850
12042,20,48.54,2003,200808,2,2,214796.5,4.78,17200
12042,20,48.54,2003,200808,2,4,214796.5,4.78,17500
1814,20,65.92,1968,200808,2,15,214796.5,4.78,18000
12536,20,106.81,2006,200808,2,17,214796.5,4.78,52150
3287,20,59.34,1999,200808,2,1,214796.5,4.78,20500
438,20,58.91,2002,200808,0,6,214796.5,4.78,27000
1450,20,45.27,2002,200808,1,5,214796.5,4.78,18000
10147,20,106.62,1993,200808,1,10,214796.5,4.78,45000
10146,20,54.7,1992,200808,1,6,214796.5,4.78,27300
10147,20,79.87,1993,200808,1,8,214796.5,4.78,36900
10146,20,79.87,1992,200808,2,5,214796.5,4.78,37000
2503,20,45.39,1971,200808,2,5,214796.5,4.78,9500
9333,20,59.82,1996,200808,1,5,214796.5,4.78,28000
5000,20,98.07,2006,200808,1,2,214796.5,4.78,27000
12058,20,60,2000,200808,1,11,214796.5,4.78,39495
12058,20,114.9,2000,200808,1,12,214796.5,4.78,83940
1247,20,94.51,2008,200809,0,9,214796.5,4.78,68000
1248,20,144.52,2008,200809,0,13,214796.5,4.78,100540
1247,20,151.81,2008,200809,4,1,214796.5,4.78,92000
1247,20,146.92,2008,200809,4,11,214796.5,4.78,95000
12042,20,36.08,2003,200809,0,6,214796.5,4.78,13900
12042,20,36.08,2003,200809,0,6,214796.5,4.78,13850
12042,20,48.54,2003,200809,1,6,214796.5,4.78,17000
12042,20,45.5,2003,200809,1,7,214796.5,4.78,16213
12536,20,84.64,2006,200809,1,13,214796.5,4.78,50700
333,20,84.13,2004,200809,0,4,214796.5,4.78,28000
49,20,57.1,1995,200809,0,1,214796.5,4.78,10000
7755,20,84.96,1996,200809,4,3,214796.5,4.78,41500
3080,20,28.8,1968,200809,0,5,214796.5,4.78,20200
3626,20,59.95,1999,200809,4,5,214796.5,4.78,32500
7093,20,59.74,2000,200809,0,7,214796.5,4.78,17700
7095,20,80.85,1979,200809,1,8,214796.5,4.78,23500
584,20,30.46,1997,200809,0,6,214796.5,4.78,8700
584,20,32.56,1997,200809,1,13,214796.5,4.78,8350
4967,20,150.83,2004,200809,4,3,214796.5,4.78,84000
12058,20,60,2000,200809,0,7,214796.5,4.78,33950
9295,20,114.931,2008,200809,4,9,214796.5,4.78,90000
1247,20,146.92,2008,200810,0,12,214796.5,4.78,95000
1247,20,146.92,2008,200810,0,1,214796.5,4.78,100000
1247,20,146.92,2008,200810,0,13,214796.5,4.78,97000
3926,20,36.86,2005,200810,1,9,214796.5,4.78,22000
12042,20,48.54,2003,200810,0,5,214796.5,4.78,18700
12042,20,58.78,2003,200810,0,3,214796.5,4.78,24500
12042,20,48.54,2003,200810,1,6,214796.5,4.78,17284
12042,20,48.54,2003,200810,2,6,214796.5,4.78,18450
12536,20,92.81,2006,200810,0,15,214796.5,4.78,51000
12331,20,111.86,2004,200810,0,3,214796.5,4.78,34000
7754,20,84.9,1995,200810,1,13,214796.5,4.78,58500
10146,20,54.7,1992,200810,0,5,214796.5,4.78,28000
3626,20,59.95,1999,200810,0,4,214796.5,4.78,32000
4012,20,111.73,2004,200810,2,19,214796.5,4.78,62000
5647,20,84.93,1998,200810,0,14,214796.5,4.78,32500
584,20,30.46,1997,200810,1,13,214796.5,4.78,6300
584,20,53.33,1997,200810,2,8,214796.5,4.78,15400
4967,20,150.94,2004,200810,2,1,214796.5,4.78,85000
5000,20,110.34,2006,200810,1,2,214796.5,4.78,25000
5000,20,58.53,2006,200810,2,1,214796.5,4.78,13500
5000,20,98.04,2006,200810,2,3,214796.5,4.78,21700
5000,20,99.36,2006,200810,2,4,214796.5,4.78,22400
9295,20,84.858,2008,200810,1,6,214796.5,4.78,65000
9295,20,114.931,2008,200810,1,6,214796.5,4.78,95000
12543,20,61.49,1999,200811,1,3,214796.5,4.78,12000
1247,20,94.51,2008,200811,0,6,214796.5,4.78,63000
3926,20,39.67,2005,200811,0,9,214796.5,4.78,22875
12042,20,46.64,2003,200811,0,2,214796.5,4.78,16000
12536,20,98.39,2006,200811,1,7,214796.5,4.78,58000
4012,20,84.95,2004,200811,0,19,214796.5,4.78,52500
7095,20,80.85,1979,200811,1,6,214796.5,4.78,33250
12295,20,103.07,2005,200811,1,5,214796.5,4.78,40000
5000,20,100.69,2006,200811,1,3,214796.5,4.78,25000
3926,20,84.05,2005,200812,0,14,214796.5,4.78,61000
8840,20,84.26,1998,200812,2,8,214796.5,4.78,25000
10147,20,79.87,1993,200812,0,4,214796.5,4.78,28500
5312,20,84.67,2006,200812,1,10,214796.5,4.78,37500
444,20,59.9,2002,200812,2,2,214796.5,4.78,17000
9775,20,114.67,2008,200812,1,7,214796.5,4.78,73000
584,20,30.46,1997,200812,0,12,214796.5,4.78,8500
4967,20,155.97,2004,200812,2,5,214796.5,4.78,100000
3970,20,84.21,2001,200812,2,9,214796.5,4.78,44000
